ZONA,NUCLEO,M/T,LONGITUD,FECHA
Z1,N4,M,4.4,21/05/2026
Z1,N4,M,3.2,21/05/2026
Z1,N4,M,4.2,21/05/2026
Z1,N4,M,2.9,21/05/2026
Z1,N4,M,5.1,21/05/2026
Z1,N4,M,1.4,21/05/2026
Z1,N4,M,2.2,21/05/2026
Z1,N4,M,5.6,21/05/2026
Z1,N4,M,6.2,21/05/2026
Z1,N4,M,6.6,21/05/2026
Z1,N4,M,1.8,21/05/2026
Z1,N4,M,7.9,21/05/2026
Z1,N4,M,3.3,21/05/2026
Z1,N4,M,7.1,21/05/2026
Z1,N4,M,3.1,21/05/2026
Z1,N4,M,4.0,21/05/2026
Z1,N4,M,3.6,21/05/2026
Z1,N4,M,5.3,21/05/2026
Z1,N4,M,2.0,21/05/2026
Z1,N4,M,2.5,21/05/2026
Z1,N4,M,2.2,21/05/2026
Z1,N4,M,4.5,21/05/2026
Z1,N4,M,4.0,21/05/2026
Z1,N4,M,3.4,21/05/2026
Z1,N4,M,7.5,21/05/2026
Z1,N4,M,6.2,21/05/2026
Z1,N4,M,2.8,21/05/2026
Z1,N4,M,2.3,21/05/2026
Z1,N4,M,1.4,21/05/2026
Z1,N4,M,2.4,21/05/2026
Z1,N4,M,3.4,21/05/2026
Z1,N4,M,2.0,21/05/2026
Z1,N4,M,1.9,21/05/2026
Z1,N4,M,2.9,21/05/2026
Z1,N4,M,1.9,21/05/2026
Z1,N4,M,6.0,21/05/2026
Z1,N4,M,3.6,21/05/2026
Z1,N4,M,2.1,21/05/2026
Z1,N4,M,3.2,21/05/2026
Z1,N4,M,3.2,21/05/2026
Z1,N4,M,2.8,21/05/2026
Z1,N4,M,3.2,21/05/2026
Z1,N4,M,8.6,21/05/2026
Z2,N5,M,1.2,21/05/2026
Z2,N5,M,4.4,21/05/2026
Z2,N5,M,9.0,21/05/2026
Z2,N5,M,11.0,21/05/2026
Z2,N5,M,4.2,21/05/2026
Z2,N5,M,2.5,21/05/2026
Z2,N5,M,9.8,21/05/2026
Z2,N5,M,2.6,21/05/2026
Z2,N5,M,4.1,21/05/2026
Z2,N5,M,3.7,21/05/2026
Z2,N5,M,2.8,21/05/2026
Z2,N5,M,3.0,21/05/2026
Z2,N5,M,3.6,21/05/2026
Z2,N5,M,2.2,21/05/2026
Z2,N5,M,3.3,21/05/2026
Z2,N5,M,3.5,21/05/2026
Z2,N5,M,5.6,21/05/2026
Z2,N5,M,5.5,21/05/2026
Z2,N5,M,4.3,21/05/2026
Z2,N5,M,4.4,21/05/2026
Z2,N5,M,8.5,21/05/2026
Z2,N5,M,1.0,21/05/2026
Z2,N5,M,5.4,21/05/2026
Z2,N5,M,2.0,21/05/2026
Z2,N5,M,5.0,21/05/2026
Z2,N5,M,3.6,21/05/2026
Z2,N5,M,1.0,21/05/2026
Z2,N5,M,1.2,21/05/2026
Z2,N5,M,4.7,21/05/2026
Z2,N5,M,4.4,21/05/2026
Z2,N5,M,4.8,21/05/2026
Z2,N5,M,3.5,21/05/2026
Z2,N5,M,1.4,21/05/2026
Z2,N5,M,3.0,21/05/2026
Z2,N5,M,0.8,21/05/2026
Z2,N5,M,0.5,21/05/2026
Z2,N5,M,1.0,21/05/2026
Z2,N5,M,5.0,21/05/2026
Z2,N5,M,1.3,21/05/2026
Z2,N5,M,2.8,21/05/2026
Z2,N5,M,1.5,21/05/2026
Z2,N6,M,14.0,21/05/2026
Z2,N6,M,5.4,21/05/2026
Z2,N6,M,5.5,21/05/2026
Z2,N6,M,4.1,21/05/2026
Z2,N6,M,6.6,21/05/2026
Z2,N6,M,3.5,21/05/2026
Z2,N6,M,3.5,21/05/2026
Z2,N6,M,2.8,21/05/2026
Z2,N6,M,7.0,21/05/2026
Z2,N6,M,2.8,21/05/2026
Z2,N6,M,3.3,21/05/2026
Z2,N6,M,4.4,21/05/2026
Z2,N6,M,3.7,21/05/2026
Z2,N6,M,4.1,21/05/2026
Z2,N6,M,2.5,21/05/2026
Z2,N6,M,4.6,21/05/2026
Z2,N6,M,3.5,21/05/2026
Z2,N6,M,4.9,21/05/2026
Z2,N6,M,1.7,21/05/2026
Z2,N6,M,1.0,21/05/2026
Z2,N6,M,2.5,21/05/2026
Z2,N6,M,6.0,21/05/2026
Z2,N6,M,3.7,21/05/2026
Z2,N6,M,3.4,21/05/2026
Z2,N6,M,2.0,21/05/2026
Z2,N6,M,4.5,21/05/2026
Z2,N6,M,2.9,21/05/2026
Z2,N6,M,3.2,21/05/2026
Z2,N6,M,3.6,21/05/2026
Z2,N6,M,4.2,21/05/2026
Z2,N6,M,4.0,21/05/2026
Z2,N6,M,5.1,21/05/2026
Z2,N6,M,4.0,21/05/2026
Z2,N6,M,1.8,21/05/2026
Z2,N6,M,4.6,21/05/2026
Z2,N6,M,4.7,21/05/2026
Z2,N6,M,3.0,21/05/2026
Z2,N6,M,3.0,21/05/2026
Z2,N6,M,2.7,21/05/2026
Z2,N6,M,2.9,21/05/2026
Z2,N6,M,5.0,21/05/2026
Z2,N6,M,3.7,21/05/2026
Z2,N6,M,4.5,21/05/2026
Z2,N6,M,1.3,21/05/2026
Z2,N6,M,3.2,21/05/2026
Z2,N6,M,3.5,21/05/2026
Z2,N6,M,3.8,21/05/2026
Z2,N6,M,0.6,21/05/2026
Z2,N6,M,1.0,21/05/2026
Z2,N6,M,3.5,21/05/2026
Z2,N6,M,1.1,21/05/2026
Z2,N6,M,3.7,21/05/2026
Z2,N6,M,3.5,21/05/2026
Z2,N6,M,0.7,21/05/2026
Z2,N7,M,0.6,21/05/2026
Z2,N7,M,0.6,21/05/2026
Z2,N7,M,0.8,21/05/2026
Z2,N7,M,1.2,21/05/2026
Z2,N7,M,1.9,21/05/2026
Z2,N7,M,1.3,21/05/2026
Z2,N7,M,2.1,21/05/2026
Z2,N7,M,1.3,21/05/2026
Z2,N7,M,4.3,21/05/2026
Z2,N7,M,1.0,21/05/2026
Z2,N7,M,0.5,21/05/2026
Z2,N7,M,1.4,21/05/2026
Z2,N7,M,0.9,21/05/2026
Z2,N7,M,2.1,21/05/2026
Z2,N7,M,2.2,21/05/2026
Z2,N7,M,3.7,21/05/2026
Z2,N7,M,1.7,21/05/2026
Z2,N7,M,2.3,21/05/2026
Z2,N7,M,2.4,21/05/2026
Z2,N7,M,3.1,21/05/2026
Z2,N7,M,3.3,21/05/2026
Z2,N7,M,2.1,21/05/2026
Z2,N7,M,2.1,21/05/2026
Z2,N7,M,2.2,21/05/2026
Z2,N7,M,2.6,21/05/2026
Z2,N7,M,4.3,21/05/2026
Z2,N7,M,2.5,21/05/2026
Z2,N7,M,1.6,21/05/2026
Z2,N7,M,1.6,21/05/2026
Z2,N7,M,3.1,21/05/2026
Z2,N7,M,4.5,21/05/2026
Z2,N7,M,3.0,21/05/2026
Z2,N7,M,4.0,21/05/2026
Z2,N7,M,2.1,21/05/2026
Z2,N7,M,2.3,21/05/2026
Z2,N7,M,2.5,21/05/2026
Z2,N7,M,2.2,21/05/2026
Z2,N7,M,1.1,21/05/2026
Z2,N7,M,7.4,21/05/2026
Z2,N7,M,2.4,21/05/2026
Z2,N7,M,1.8,21/05/2026
Z2,N7,M,3.5,21/05/2026
Z2,N7,M,3.3,21/05/2026
Z2,N7,M,4.1,21/05/2026
Z2,N7,M,2.5,21/05/2026
Z2,N7,M,3.0,21/05/2026
Z2,N7,M,1.9,21/05/2026
Z2,N7,M,0.5,21/05/2026
Z2,N7,M,1.4,21/05/2026
Z2,N7,M,3.6,21/05/2026
Z2,N7,M,2.5,21/05/2026
Z2,N7,M,2.1,21/05/2026
Z2,N7,M,2.0,21/05/2026
Z2,N7,M,2.7,21/05/2026
Z2,N7,M,3.8,21/05/2026
Z2,N7,M,2.1,21/05/2026
Z2,N7,M,2.3,21/05/2026
Z2,N7,M,2.1,21/05/2026
Z2,N8,M,7.3,21/05/2026
Z2,N8,M,2.4,21/05/2026
Z2,N8,M,1.3,21/05/2026
Z2,N8,M,2.4,21/05/2026
Z2,N8,M,2.5,21/05/2026
Z2,N8,M,7.4,21/05/2026
Z2,N8,M,8.9,21/05/2026
Z2,N8,M,5.2,21/05/2026
Z2,N8,M,5.0,21/05/2026
Z2,N8,M,3.0,21/05/2026
Z2,N8,M,3.9,21/05/2026
Z2,N8,M,3.2,21/05/2026
Z2,N8,M,3.8,21/05/2026
Z2,N8,M,2.3,21/05/2026
Z2,N8,M,2.0,21/05/2026
Z2,N8,M,2.7,21/05/2026
Z2,N8,M,1.6,21/05/2026
Z2,N8,M,5.6,21/05/2026
Z2,N8,M,3.5,21/05/2026
Z2,N8,M,6.1,21/05/2026
Z2,N8,M,2.3,21/05/2026
Z2,N8,M,2.0,21/05/2026
Z2,N8,M,3.5,21/05/2026
Z2,N8,M,2.8,21/05/2026
Z2,N8,M,3.3,21/05/2026
Z2,N8,M,3.1,21/05/2026
Z2,N8,M,2.6,21/05/2026
Z2,N8,M,2.0,21/05/2026
Z2,N8,M,2.1,21/05/2026
Z2,N8,M,3.6,21/05/2026
Z2,N8,M,3.7,21/05/2026
Z2,N8,M,2.1,21/05/2026
Z2,N8,M,2.8,21/05/2026
Z2,N8,M,3.5,21/05/2026
Z2,N8,M,3.5,21/05/2026
Z2,N8,M,3.6,21/05/2026
Z2,N8,M,2.5,21/05/2026
Z2,N8,M,3.0,21/05/2026
Z2,N8,M,2.0,21/05/2026
Z2,N8,M,1.5,21/05/2026
Z2,N8,M,1.5,21/05/2026
Z2,N8,M,3.2,21/05/2026
Z2,N8,M,1.0,21/05/2026
Z2,N8,M,1.7,21/05/2026
Z2,N8,M,1.5,21/05/2026
Z2,N8,M,1.5,21/05/2026
Z2,N8,M,2.0,21/05/2026
Z2,N8,M,4.0,21/05/2026
Z2,N8,M,1.7,21/05/2026
Z2,N8,M,2.1,21/05/2026
Z2,N8,M,2.6,21/05/2026
Z2,N8,M,2.1,21/05/2026
Z2,N8,M,3.8,21/05/2026
Z2,N8,M,4.6,21/05/2026
Z2,N8,M,1.2,21/05/2026
Z2,N9,M,3.1,21/05/2026
Z2,N9,M,3.0,21/05/2026
Z2,N9,M,3.2,21/05/2026
Z2,N10,M,0,21/05/2026
Z2,N11,M,0,21/05/2026
Z2,N12 ,M,2.5,21/05/2026
Z1,N1,T,7.2,21/05/2026
Z1,N1,T,5.1,21/05/2026
Z1,N1,T,4.9,21/05/2026
Z1,N1,T,6.3,21/05/2026
Z1,N1,T,5.4,21/05/2026
Z1,N1,T,9.0,21/05/2026
Z1,N1,T,6.0,21/05/2026
Z1,N1,T,6.8,21/05/2026
Z1,N1,T,6.2,21/05/2026
Z1,N1,T,3.5,21/05/2026
Z1,N1,T,5.3,21/05/2026
Z1,N1,T,3.0,21/05/2026
Z1,N1,T,6.9,21/05/2026
Z1,N1,T,4.4,21/05/2026
Z1,N1,T,2.7,21/05/2026
Z1,N1,T,2.0,21/05/2026
Z1,N2,T,4.3,21/05/2026
Z1,N2,T,1.8,21/05/2026
Z1,N2,T,1.1,21/05/2026
Z1,N2,T,4.3,21/05/2026
Z1,N2,T,0.8,21/05/2026
Z1,N2,T,3.0,21/05/2026
Z1,N2,T,6.3,21/05/2026
Z1,N2,T,1.7,21/05/2026
Z1,N2,T,5.6,21/05/2026
Z1,N2,T,7.4,21/05/2026
Z1,N2,T,5.1,21/05/2026
Z1,N2,T,5.6,21/05/2026
Z1,N2,T,4.0,21/05/2026
Z1,N2,T,5.4,21/05/2026
Z1,N2,T,6.2,21/05/2026
Z1,N2,T,6.4,21/05/2026
Z1,N2,T,4.9,21/05/2026
Z1,N2,T,2.2,21/05/2026
Z1,N2,T,6.5,21/05/2026
Z1,N2,T,5.2,21/05/2026
Z1,N2,T,1.7,21/05/2026
Z1,N2,T,2.6,21/05/2026
Z1,N3,T,2.8,21/05/2026
Z1,N3,T,6.3,21/05/2026
Z1,N3,T,3.9,21/05/2026
Z1,N3,T,5.4,21/05/2026
Z1,N3,T,4.0,21/05/2026
Z1,N3,T,2.8,21/05/2026
Z1,N3,T,6.7,21/05/2026
Z1,N3,T,5.0,21/05/2026
Z1,N3,T,5.2,21/05/2026
Z1,N3,T,6.5,21/05/2026
Z1,N3,T,4.6,21/05/2026
Z1,N3,T,4.3,21/05/2026
Z1,N3,T,2.0,21/05/2026
Z1,N3,T,6.7,21/05/2026
Z1,N3,T,4.5,21/05/2026
Z1,N3,T,5.7,21/05/2026
Z1,N3,T,3.7,21/05/2026
Z1,N3,T,5.4,21/05/2026
Z1,N3,T,3.8,21/05/2026
Z1,N3,T,1.4,21/05/2026
Z1,N3,T,5.2,21/05/2026
Z1,N3,T,6.6,21/05/2026
Z1,N3,T,4.8,21/05/2026
Z1,N3,T,7.4,21/05/2026
Z1,N3,T,6.0,21/05/2026
Z1,N3,T,6.3,21/05/2026
Z1,N3,T,5.1,21/05/2026
Z1,N3,T,4.8,21/05/2026
Z1,N3,T,5.7,21/05/2026
Z1,N3,T,1.5,21/05/2026
Z1,N3,T,7.4,21/05/2026
Z1,N3,T,5.7,21/05/2026
Z1,N3,T,2.5,21/05/2026
Z1,N3,T,4.0,21/05/2026
Z1,N3,T,3.0,21/05/2026
Z1,N3,T,2.4,21/05/2026
Z1,N3,T,5.8,21/05/2026
Z1,N3,T,6.3,21/05/2026
Z1,N3,T,3.4,21/05/2026
Z1,N3,T,1.3,21/05/2026
Z1,N3,T,2.0,21/05/2026
Z1,N3,T,3.7,21/05/2026
Z1,N3,T,3.5,21/05/2026
Z1,N3,T,2.4,21/05/2026
Z1,N3,T,6.5,21/05/2026
Z1,N3,T,5.0,21/05/2026
Z1,N3,T,4.4,21/05/2026
Z1,N3,T,3.0,21/05/2026
Z1,N3,T,5.0,21/05/2026
Z1,N3,T,2.2,21/05/2026
Z1,N3,T,3.0,21/05/2026
Z1,N3,T,3.9,21/05/2026
Z1,N3,T,4.0,21/05/2026
Z1,N3,T,6.4,21/05/2026
Z1,N3,T,1.1,21/05/2026
Z1,N3,T,1.3,21/05/2026
Z1,N3,T,0.4,21/05/2026
Z1,N3,T,6.0,21/05/2026
Z1,N3,T,4.6,21/05/2026
Z1,N3,T,4.2,21/05/2026
Z1,N3,T,7.5,21/05/2026
Z1,N3,T,7.2,21/05/2026
Z1,N3,T,0.8,21/05/2026
Z1,N3,T,6.3,21/05/2026
Z1,N3,T,5.4,21/05/2026
Z1,N3,T,4.1,21/05/2026
Z1,N3,T,3.9,21/05/2026
Z1,N3,T,5.7,21/05/2026
Z1,N3,T,3.8,21/05/2026
Z1,N3,T,2.2,21/05/2026
Z1,N3,T,1.5,21/05/2026
Z1,N3,T,3.4,21/05/2026
Z1,N3,T,2.5,21/05/2026
Z1,N3,T,1.5,21/05/2026
Z1,N3,T,6.3,21/05/2026
Z1,N3,T,3.9,21/05/2026
Z1,N3,T,4.4,21/05/2026
Z1,N3,T,1.0,21/05/2026
Z1,N3,T,7.5,21/05/2026
Z1,N3,T,2.4,21/05/2026
Z1,N3,T,6.1,21/05/2026
Z1,N3,T,5.3,21/05/2026
Z1,N3,T,5.0,21/05/2026
Z1,N3,T,6.5,21/05/2026
Z1,N3,T,5.1,21/05/2026
Z1,N3,T,2.4,21/05/2026
Z1,N3,T,1.5,21/05/2026
Z1,N3,T,0.8,21/05/2026
Z1,N3,T,2.5,21/05/2026
Z1,N3,T,5.7,21/05/2026
Z1,N3,T,2.0,21/05/2026
Z1,N3,T,8.0,21/05/2026
Z1,N3,T,4.0,21/05/2026
Z1,N3,T,4.3,21/05/2026
Z1,N3,T,1.3,21/05/2026
Z1,N3,T,1.5,21/05/2026
Z1,N4,T,1.7,21/05/2026
Z1,N4,T,1.2,21/05/2026
Z1,N4,T,1.0,21/05/2026
Z1,N4,T,6.3,21/05/2026
Z1,N4,T,3.8,21/05/2026
Z1,N4,T,5.0,21/05/2026
Z1,N4,T,6.1,21/05/2026
Z1,N4,T,1.7,21/05/2026
Z1,N4,T,6.9,21/05/2026
Z1,N4,T,7.7,21/05/2026
Z1,N4,T,6.8,21/05/2026
Z1,N4,T,1.4,21/05/2026
Z1,N4,T,5.8,21/05/2026
Z1,N4,T,1.9,21/05/2026
Z1,N4,T,7.9,21/05/2026
Z1,N4,T,3.4,21/05/2026
Z1,N4,T,3.5,21/05/2026
Z1,N4,T,4.2,21/05/2026
Z1,N4,T,6.4,21/05/2026
Z1,N4,T,4.8,21/05/2026
Z1,N4,T,1.0,21/05/2026
Z1,N4,T,6.0,21/05/2026
Z1,N4,T,1.2,21/05/2026
Z1,N4,T,4.9,21/05/2026
Z1,N4,T,2.3,21/05/2026
Z2,N5,T,2.8,21/05/2026
Z2,N5,T,2.9,21/05/2026
Z2,N5,T,2.2,21/05/2026
Z2,N5,T,1.6,21/05/2026
Z2,N5,T,1.9,21/05/2026
Z2,N5,T,0.9,21/05/2026
Z2,N5,T,0.9,21/05/2026
Z2,N5,T,1.2,21/05/2026
Z2,N5,T,3.5,21/05/2026
Z2,N5,T,7.0,21/05/2026
Z2,N5,T,4.6,21/05/2026
Z2,N5,T,1.9,21/05/2026
Z2,N5,T,1.2,21/05/2026
Z2,N5,T,7.3,21/05/2026
Z2,N5,T,6.0,21/05/2026
Z2,N5,T,2.1,21/05/2026
Z2,N5,T,2.6,21/05/2026
Z2,N5,T,4.5,21/05/2026
Z2,N5,T,3.2,21/05/2026
Z2,N5,T,7.5,21/05/2026
Z2,N5,T,8.4,21/05/2026
Z2,N5,T,7.0,21/05/2026
Z2,N5,T,4.2,21/05/2026
Z2,N5,T,5.2,21/05/2026
Z2,N5,T,4.8,21/05/2026
Z2,N5,T,4.1,21/05/2026
Z2,N5,T,3.5,21/05/2026
Z2,N5,T,1.6,21/05/2026
Z2,N5,T,4.6,21/05/2026
Z2,N5,T,7.6,21/05/2026
Z2,N5,T,4.1,21/05/2026
Z2,N5,T,1.5,21/05/2026
Z2,N5,T,1.8,21/05/2026
Z2,N5,T,5.6,21/05/2026
Z2,N5,T,2.9,21/05/2026
Z2,N5,T,7.2,21/05/2026
Z2,N5,T,7.7,21/05/2026
Z2,N5,T,6.1,21/05/2026
Z2,N5,T,8.0,21/05/2026
Z2,N5,T,2.0,21/05/2026
Z2,N5,T,4.8,21/05/2026
Z2,N5,T,3.3,21/05/2026
Z2,N5,T,1.6,21/05/2026
Z2,N5,T,2.4,21/05/2026
Z2,N5,T,6.3,21/05/2026
Z2,N5,T,3.2,21/05/2026
Z2,N5,T,5.1,21/05/2026
Z2,N5,T,4.3,21/05/2026
Z2,N5,T,4.0,21/05/2026
Z2,N5,T,3.3,21/05/2026
Z2,N5,T,3.4,21/05/2026
Z2,N5,T,7.0,21/05/2026
Z2,N5,T,1.5,21/05/2026
Z2,N5,T,4.7,21/05/2026
Z2,N5,T,2.9,21/05/2026
Z2,N5,T,2.0,21/05/2026
Z2,N5,T,1.3,21/05/2026
Z2,N5,T,6.4,21/05/2026
Z2,N6,T,4.5,21/05/2026
Z2,N6,T,6.8,21/05/2026
Z2,N6,T,7.0,21/05/2026
Z2,N6,T,3.5,21/05/2026
Z2,N6,T,5.5,21/05/2026
Z2,N6,T,6.0,21/05/2026
Z2,N6,T,6.5,21/05/2026
Z2,N6,T,6.1,21/05/2026
Z2,N6,T,4.1,21/05/2026
Z2,N6,T,3.0,21/05/2026
Z2,N6,T,4.0,21/05/2026
Z2,N6,T,3.1,21/05/2026
Z2,N6,T,2.0,21/05/2026
Z2,N6,T,5.0,21/05/2026
Z2,N6,T,4.5,21/05/2026
Z2,N6,T,1.5,21/05/2026
Z2,N6,T,5.0,21/05/2026
Z2,N6,T,3.5,21/05/2026
Z2,N6,T,2.4,21/05/2026
Z2,N6,T,6.5,21/05/2026
Z2,N6,T,2.5,21/05/2026
Z2,N6,T,3.2,21/05/2026
Z2,N6,T,3.1,21/05/2026
Z2,N6,T,6.9,21/05/2026
Z2,N6,T,4.5,21/05/2026
Z2,N6,T,6.2,21/05/2026
Z2,N6,T,6.0,21/05/2026
Z2,N6,T,2.5,21/05/2026
Z2,N6,T,2.4,21/05/2026
Z2,N6,T,3.4,21/05/2026
Z2,N6,T,3.0,21/05/2026
Z2,N6,T,2.0,21/05/2026
Z2,N6,T,3.4,21/05/2026
Z2,N6,T,4.0,21/05/2026
Z2,N6,T,1.5,21/05/2026
Z2,N6,T,2.8,21/05/2026
Z2,N6,T,2.1,21/05/2026
Z2,N6,T,3.5,21/05/2026
Z2,N6,T,4.0,21/05/2026
Z2,N6,T,2.5,21/05/2026
Z2,N6,T,3.7,21/05/2026
Z2,N6,T,2.6,21/05/2026
Z2,N6,T,2.4,21/05/2026
Z2,N6,T,5.5,21/05/2026
Z2,N6,T,3.3,21/05/2026
Z2,N6,T,3.0,21/05/2026
Z2,N6,T,1.5,21/05/2026
Z2,N6,T,2.4,21/05/2026
Z2,N6,T,2.1,21/05/2026
Z2,N6,T,2.0,21/05/2026
Z2,N6,T,3.0,21/05/2026
Z2,N7,T,7.0,21/05/2026
Z2,N7,T,9.3,21/05/2026
Z2,N7,T,9.5,21/05/2026
Z2,N7,T,10.4,21/05/2026
Z2,N7,T,9.9,21/05/2026
Z2,N7,T,7.5,21/05/2026
Z2,N7,T,9.0,21/05/2026
Z2,N7,T,10.2,21/05/2026
Z2,N7,T,9.0,21/05/2026
Z2,N7,T,9.7,21/05/2026
Z2,N7,T,6.2,21/05/2026
Z2,N7,T,3.0,21/05/2026
Z2,N7,T,6.4,21/05/2026
Z2,N7,T,10.0,21/05/2026
Z2,N7,T,6.1,21/05/2026
Z2,N7,T,2.6,21/05/2026
Z2,N7,T,1.0,21/05/2026
Z2,N7,T,4.7,21/05/2026
Z2,N7,T,3.9,21/05/2026
Z2,N7,T,5.4,21/05/2026
Z2,N7,T,4.3,21/05/2026
Z2,N7,T,11.3,21/05/2026
Z2,N7,T,13.5,21/05/2026
Z2,N7,T,3.0,21/05/2026
Z2,N7,T,7.1,21/05/2026
Z2,N7,T,1.0,21/05/2026
Z2,N7,T,5.6,21/05/2026
Z2,N7,T,1.5,21/05/2026
Z2,N7,T,4.4,21/05/2026
Z2,N7,T,5.6,21/05/2026
Z2,N7,T,4.0,21/05/2026
Z2,N7,T,0.8,21/05/2026
Z2,N7,T,2.4,21/05/2026
Z2,N7,T,5.4,21/05/2026
Z2,N7,T,6.1,21/05/2026
Z2,N7,T,6.5,21/05/2026
Z2,N7,T,5.3,21/05/2026
Z2,N7,T,1.0,21/05/2026
Z2,N7,T,10.0,21/05/2026
Z2,N7,T,4.6,21/05/2026
Z2,N7,T,1.8,21/05/2026
Z2,N7,T,5.5,21/05/2026
Z2,N7,T,12.5,21/05/2026
Z2,N7,T,5.2,21/05/2026
Z2,N7,T,5.0,21/05/2026
Z2,N7,T,6.2,21/05/2026
Z2,N7,T,2.5,21/05/2026
Z2,N7,T,5.1,21/05/2026
Z2,N7,T,4.0,21/05/2026
Z2,N7,T,1.4,21/05/2026
Z2,N7,T,2.0,21/05/2026
Z2,N7,T,6.0,21/05/2026
Z2,N7,T,5.6,21/05/2026
Z2,N7,T,4.9,21/05/2026
Z2,N7,T,1.0,21/05/2026
Z2,N7,T,3.5,21/05/2026
Z2,N7,T,1.8,21/05/2026
Z2,N7,T,3.7,21/05/2026
Z2,N7,T,2.1,21/05/2026
Z2,N7,T,4.7,21/05/2026
Z2,N7,T,2.0,21/05/2026
Z2,N7,T,4.0,21/05/2026
Z2,N7,T,3.3,21/05/2026
Z2,N7,T,3.5,21/05/2026
Z2,N7,T,4.0,21/05/2026
Z2,N7,T,4.6,21/05/2026
Z2,N7,T,2.5,21/05/2026
Z2,N7,T,4.6,21/05/2026
Z2,N7,T,2.5,21/05/2026
Z2,N7,T,3.5,21/05/2026
Z2,N7,T,2.0,21/05/2026
Z2,N7,T,3.0,21/05/2026
Z2,N7,T,1.9,21/05/2026
Z2,N7,T,3.5,21/05/2026
Z2,N7,T,4.5,21/05/2026
Z2,N7,T,1.0,21/05/2026
Z2,N7,T,1.5,21/05/2026
Z2,N7,T,2.5,21/05/2026
Z2,N7,T,1.5,21/05/2026
Z2,N7,T,1.5,21/05/2026
Z2,N7,T,2.5,21/05/2026
Z2,N7,T,2.0,21/05/2026
Z2,N8,T,6.5,21/05/2026
Z2,N8,T,8.5,21/05/2026
Z2,N8,T,4.0,21/05/2026
Z2,N8,T,6.3,21/05/2026
Z2,N8,T,8.0,21/05/2026
Z2,N8,T,3.5,21/05/2026
Z2,N8,T,6.5,21/05/2026
Z2,N8,T,7.0,21/05/2026
Z2,N8,T,2,21/05/2026
Z2,N8,T,6.3,21/05/2026
Z2,N8,T,3.5,21/05/2026
Z2,N8,T,6.5,21/05/2026
Z2,N8,T,2.3,21/05/2026
Z2,N8,T,2.4,21/05/2026
Z2,N8,T,2.0,21/05/2026
Z2,N8,T,4.1,21/05/2026
Z2,N8,T,3.5,21/05/2026
Z2,N8,T,3.0,21/05/2026
Z2,N8,T,4.5,21/05/2026
Z2,N8,T,6.0,21/05/2026
Z2,N8,T,6.1,21/05/2026
Z2,N8,T,5.0,21/05/2026
Z2,N8,T,8.5,21/05/2026
Z2,N8,T,3.5,21/05/2026
Z2,N8,T,4.0,21/05/2026
Z2,N8,T,7.0,21/05/2026
Z2,N8,T,4.5,21/05/2026
Z2,N8,T,1.5,21/05/2026
Z2,N8,T,2.0,21/05/2026
Z2,N8,T,2.0,21/05/2026
Z2,N8,T,1.3,21/05/2026
Z2,N8,T,3.0,21/05/2026
Z2,N8,T,1.5,21/05/2026
Z2,N8,T,2.5,21/05/2026
Z2,N8,T,4.5,21/05/2026
Z2,N8,T,1.0,21/05/2026
Z2,N8,T,4.5,21/05/2026
Z2,N8,T,2.0,21/05/2026
Z2,N8,T,2.5,21/05/2026
Z2,N8,T,2.0,21/05/2026
Z2,N8,T,7.3,21/05/2026
Z2,N8,T,4.6,21/05/2026
Z2,N8,T,6.8,21/05/2026
Z2,N8,T,5.2,21/05/2026
Z2,N8,T,5.1,21/05/2026
Z2,N8,T,8.0,21/05/2026
Z2,N8,T,7.2,21/05/2026
Z2,N8,T,9.3,21/05/2026
Z2,N8,T,1.3,21/05/2026
Z2,N8,T,4.0,21/05/2026
Z2,N8,T,5.0,21/05/2026
Z2,N8,T,3.0,21/05/2026
Z2,N8,T,4.0,21/05/2026
Z2,N9,T,1.2,21/05/2026
Z2,N9,T,8.0,21/05/2026
Z2,N9,T,2.0,21/05/2026
Z2,N9,T,1.8,21/05/2026
Z2,N9,T,2.0,21/05/2026
Z2,N9,T,2.5,21/05/2026
Z2,N9,T,5.0,21/05/2026
Z2,N9,T,1.0,21/05/2026
Z2,N9,T,1.9,21/05/2026
Z2,N9,T,3.0,21/05/2026
Z2,N9,T,2.9,21/05/2026
Z2,N9,T,3.1,21/05/2026
Z2,N9,T,2.4,21/05/2026
Z2,N9,T,1.9,21/05/2026
Z2,N9,T,1.5,21/05/2026
Z2,N9,T,1.5,21/05/2026
Z2,N9,T,1.4,21/05/2026
Z2,N9,T,3.4,21/05/2026
Z2,N9,T,3.2,21/05/2026
Z2,N9,T,2.5,21/05/2026
Z2,N9,T,1.6,21/05/2026
Z2,N9,T,2.6,21/05/2026
Z2,N9,T,3.5,21/05/2026
Z2,N9,T,2.6,21/05/2026
Z2,N9,T,2.8,21/05/2026
Z2,N9,T,3.1,21/05/2026
Z2,N9,T,1.2,21/05/2026
Z2,N9,T,2.0,21/05/2026
Z2,N9,T,1.4,21/05/2026
Z2,N9,T,2.0,21/05/2026
Z2,N9,T,2.5,21/05/2026
Z2,N9,T,2.0,21/05/2026
Z2,N9,T,2.1,21/05/2026
Z2,N9,T,2.4,21/05/2026
Z2,N9,T,1.5,21/05/2026
Z2,N9,T,2.4,21/05/2026
Z2,N9,T,2.5,21/05/2026
Z2,N9,T,2.6,21/05/2026
